AIS,DATA,HORA,MUNICÍPIO,INDICIADO GÊNERO,INDICIADO IDADE,RELACIONAMENTO
AIS 17,2015-10-24,21:00:00,Acaraú,Masculino,34,Não informado
AIS 19,2015-10-25,07:00:00,Juazeiro do Norte,Masculino,35,Não informado
AIS 20,2015-10-25,21:10:00,Ibaretama,Masculino,41,Não informado
AIS 07,2015-10-26,14:00:00,Fortaleza,Feminino,23,Não informado
AIS 03,2015-10-28,08:30:00,Fortaleza,Masculino,46,Não informado
AIS 17,2015-10-30,16:00:00,Itapajé,Masculino,50,Não informado
AIS 06,2015-10-31,01:00:00,Fortaleza,Feminino,27,Não informado
AIS 04,2015-10-31,14:00:00,Fortaleza,Masculino,43,Não informado
AIS 22,2015-11-01,19:00:00,Tauá,Masculino,17,Não informado
AIS 21,2015-11-06,10:30:53,Saboeiro,Masculino,68,Não informado
AIS 16,2015-11-06,22:30:00,Reriutaba,Masculino,58,Não informado
AIS 05,2015-11-07,18:00:00,Fortaleza,Masculino,62,Não informado
AIS 16,2015-11-08,22:00:00,Santa Quitéria,Masculino,51,AVÔ(Ó)
AIS 14,2015-11-09,16:00:00,Forquilha,Masculino,30,Não informado
AIS 16,2015-11-11,19:30:00,Independência,Masculino,42,Não informado
AIS 14,2015-11-12,09:30:00,Tianguá,Masculino,47,Não informado
AIS 02,2015-11-12,19:00:00,Fortaleza,Masculino,36,Não informado
AIS 20,2015-11-12,21:00:00,Quixadá,Masculino,53,Não informado
AIS 17,2015-11-13,04:00:00,Marco,Masculino,47,Não informado
AIS 03,2015-11-13,13:00:00,Fortaleza,Masculino,42,Não informado
AIS 01,2015-11-17,08:00:00,Fortaleza,Masculino,32,Não informado
AIS 17,2015-11-18,08:00:00,Irauçuba,Masculino,35,Não informado
AIS 14,2015-11-20,20:00:00,Tianguá,Masculino,27,Não informado
AIS 12,2015-11-23,12:00:51,Maracanaú,Masculino,16,Não informado
AIS 14,2015-11-23,12:53:50,Mucambo,Masculino,35,Não informado
AIS 05,2015-11-23,20:15:00,Fortaleza,Masculino,28,Não informado
AIS Não Identificada (Fortaleza),2015-11-25,11:30:00,Fortaleza,Masculino,34,Não informado
AIS 19,2015-11-25,18:30:28,Crato,Masculino,37,Não informado
AIS 09,2015-11-25,20:00:00,Fortaleza,Masculino,42,Não informado
AIS 05,2015-11-26,11:40:00,Fortaleza,Masculino,27,Não informado
AIS 19,2015-11-26,16:30:00,Milagres,Masculino,48,Não informado
AIS 21,2015-11-29,10:00:00,Iguatu,Masculino,40,Não informado
AIS 14,2015-11-30,08:00:00,Sobral,Masculino,33,Não informado
AIS 16,2015-12-01,11:26:14,Ipueiras,Masculino,81,Não informado
AIS 17,2015-12-01,15:25:00,Amontada,Masculino,25,Não informado
AIS 16,2015-12-01,16:30:00,Nova Russas,Masculino,28,PAI
AIS 21,2015-12-03,11:00:00,Iguatu,Masculino,49,Não informado
AIS 10,2015-12-03,14:30:00,Fortaleza,Masculino,36,Não informado
AIS 05,2015-12-04,11:00:00,Fortaleza,Masculino,27,Não informado
AIS 13,2015-12-05,07:00:00,Pindoretama,Masculino,15,Não informado
AIS 01,2015-12-08,07:00:00,Fortaleza,Masculino,28,Não informado
AIS 03,2015-12-08,09:00:00,Fortaleza,Masculino,56,Não informado
AIS 21,2015-12-09,16:00:00,Jucás,Masculino,39,Não informado
AIS 08,2015-12-11,04:30:00,Fortaleza,Masculino,41,Não informado
AIS 18,2015-12-14,14:11:26,Beberibe,Masculino,33,Não informado
AIS 14,2015-12-23,07:00:00,Tianguá,Masculino,21,Não informado
AIS 12,2015-12-23,09:00:00,Maracanaú,Masculino,26,Não informado
AIS 15,2015-12-23,10:00:00,Palmácia,Masculino,29,Não informado
AIS 21,2015-12-25,02:00:00,Acopiara,Masculino,22,Não informado
AIS 07,2016-01-01,09:00:00,Fortaleza,Masculino,50,Não informado
AIS 14,2016-01-01,09:30:00,Guaraciaba do Norte,Masculino,58,Não informado
AIS 21,2016-01-02,14:00:00,Iguatu,Masculino,43,Não informado
AIS 16,2016-01-02,16:00:00,Ipueiras,Masculino,38,Não informado
AIS 24,2016-01-03,19:30:00,Pacatuba,Masculino,36,Não informado
AIS 21,2016-01-04,08:00:00,Lavras da Mangabeira,Masculino,16,Não informado
AIS 23,2016-01-06,08:00:00,Paracuru,Masculino,31,Não informado
AIS 02,2016-01-06,16:00:00,Fortaleza,Masculino,15,Não informado
AIS 17,2016-01-08,21:30:00,Itapipoca,Masculino,20,Não informado
AIS 11,2016-01-10,21:00:00,Caucaia,Masculino,36,Não informado
AIS 18,2016-01-12,09:28:42,Aracati,Masculino,34,Não informado
AIS 18,2016-01-12,18:00:00,Aracati,Masculino,27,Não informado
AIS 22,2016-01-13,01:30:00,Mombaça,Masculino,37,Não informado
AIS 07,2016-01-13,09:20:00,Fortaleza,Masculino,43,Não informado
AIS 02,2016-01-15,08:00:00,Fortaleza,Masculino,26,Não informado
AIS 14,2016-01-15,12:30:00,Tianguá,Masculino,43,Não informado
AIS 18,2016-01-17,03:00:00,Aracati,Masculino,22,Não informado
AIS 19,2016-01-17,14:30:30,Aurora,Masculino,36,Não informado
AIS 14,2016-01-19,08:00:00,Santana do Acaraú,Masculino,56,PADRASTO
AIS 02,2016-01-19,14:00:00,Fortaleza,Masculino,17,Não informado
AIS 16,2016-01-20,01:00:51,Varjota,Masculino,23,Não informado
AIS 16,2016-01-21,20:00:00,Ipueiras,Masculino,30,NAMORADO(A)
AIS 09,2016-01-23,08:00:00,Fortaleza,Masculino,45,Não informado
AIS 19,2016-01-24,17:00:00,Juazeiro do Norte,Masculino,33,Não informado
AIS 20,2016-01-25,09:30:00,Banabuiú,Feminino,21,Não informado
AIS 21,2016-01-25,17:00:00,Iguatu,Masculino,63,Não informado
AIS 17,2016-01-26,04:00:00,Uruburetama,Masculino,21,Não informado
AIS Não Identificada (Fortaleza),2016-01-26,11:37:37,Fortaleza,Masculino,41,Não informado
AIS 03,2016-01-26,18:10:00,Fortaleza,Feminino,12,Não informado
AIS 12,2016-01-26,21:10:00,Maracanaú,Masculino,55,Não informado
AIS 19,2016-01-28,10:40:00,Farias Brito,Masculino,42,Não informado
AIS 14,2016-01-30,08:30:00,São Benedito,Masculino,39,TIO(A)
AIS 14,2016-01-30,08:30:00,São Benedito,Masculino,39,PAI
AIS 14,2016-01-30,11:23:29,Carnaubal,Masculino,21,IRMA(O)
AIS 18,2016-01-30,19:00:00,Aracati,Masculino,36,Não informado
AIS 17,2016-01-30,21:00:00,General Sampaio,Masculino,35,Não informado
AIS 22,2016-02-02,10:00:00,Tauá,Masculino,19,Não informado
AIS 03,2016-02-03,14:30:00,Fortaleza,Masculino,16,Não informado
AIS 09,2016-02-07,16:30:00,Fortaleza,Feminino,16,Não informado
AIS 05,2016-02-08,15:00:00,Fortaleza,Masculino,32,Não informado
AIS 18,2016-02-09,09:30:44,Icapuí,Masculino,40,Não informado
AIS 25,2016-02-09,10:00:00,Horizonte,Masculino,73,Não informado
AIS 17,2016-02-10,22:00:00,Itapipoca,Masculino,Não informado,PAI
AIS 08,2016-02-14,19:00:00,Fortaleza,Masculino,49,Não informado
AIS 14,2016-02-19,21:00:00,Santana do Acaraú,Masculino,30,Não informado
AIS 14,2016-02-22,11:00:00,Guaraciaba do Norte,Masculino,16,Não informado
AIS 18,2016-02-23,10:00:00,Jaguaribe,Masculino,43,Não informado
AIS 23,2016-02-25,02:00:00,São Gonçalo do Amarante,Masculino,19,Não informado
AIS 08,2016-02-25,08:00:00,Fortaleza,Masculino,77,Não informado
AIS 01,2016-02-25,11:00:00,Fortaleza,Masculino,38,Não informado
AIS 16,2016-02-26,23:00:00,Ipu,Masculino,18,Não informado
AIS 06,2016-02-28,18:00:00,Fortaleza,Masculino,34,Não informado
AIS 14,2016-03-03,15:43:49,Mucambo,Masculino,30,TIO(A)
AIS 21,2016-03-04,10:00:00,Quixelô,Masculino,14,Não informado
AIS 17,2016-03-05,13:11:49,Uruburetama,Masculino,65,Não informado
AIS 24,2016-03-06,08:00:00,Pacatuba,Masculino,45,Não informado
AIS 14,2016-03-07,10:00:00,Guaraciaba do Norte,Masculino,24,Não informado
AIS 15,2016-03-07,19:30:00,Itatira,Masculino,30,Não informado
AIS 14,2016-03-10,10:00:00,Sobral,Feminino,30,Não informado
AIS 19,2016-03-10,15:00:00,Juazeiro do Norte,Masculino,26,Não informado
AIS 25,2016-03-11,07:00:00,Horizonte,Masculino,26,Não informado
AIS 20,2016-03-11,12:42:54,Morada Nova,Masculino,49,Não informado
AIS 09,2016-03-14,11:30:00,Fortaleza,Masculino,Não informado,Não informado
AIS 21,2016-03-14,15:00:00,Ipaumirim,Masculino,66,Não informado
AIS 17,2016-03-14,21:00:00,Bela Cruz,Masculino,50,Não informado
AIS 14,2016-03-15,12:00:00,Sobral,Masculino,45,Não informado
AIS 14,2016-03-15,16:30:00,Tianguá,Masculino,21,Não informado
AIS 16,2016-03-17,12:00:00,Ipu,Masculino,44,Não informado
AIS 09,2016-03-17,13:00:00,Fortaleza,Masculino,19,Não informado
AIS 11,2016-03-17,15:30:00,Caucaia,Masculino,23,Não informado
AIS 20,2016-03-18,11:41:00,Quixeramobim,Masculino,31,Não informado
AIS 24,2016-03-18,14:00:00,Pacatuba,Masculino,51,Não informado
AIS 17,2016-03-20,09:00:00,Marco,Masculino,25,Não informado
AIS 17,2016-03-20,14:20:00,Miraíma,Masculino,62,Não informado
AIS 22,2016-03-21,01:30:00,Mombaça,Masculino,42,Não informado
AIS 25,2016-03-21,08:00:00,Itaitinga,Masculino,18,Não informado
AIS 17,2016-03-22,16:55:43,Acaraú,Masculino,13,Não informado
AIS 22,2016-03-23,09:00:00,Tauá,Masculino,49,Não informado
AIS 14,2016-03-23,10:00:00,Granja,Masculino,40,Não informado
AIS 13,2016-03-23,17:00:00,Pindoretama,Masculino,46,Não informado
AIS 18,2016-03-24,16:00:00,Aracati,Feminino,40,Não informado
AIS 16,2016-03-25,08:00:00,Ipu,Masculino,53,Não informado
AIS 02,2016-03-27,09:41:00,Fortaleza,Masculino,48,Não informado
AIS 19,2016-03-29,07:00:00,Juazeiro do Norte,Masculino,40,Não informado
AIS 19,2016-03-30,14:30:00,Campos Sales,Masculino,23,Não informado
AIS 09,2016-04-02,00:00:00,Fortaleza,Masculino,30,Não informado
AIS 17,2016-04-02,18:00:00,Acaraú,Masculino,66,Não informado
AIS 14,2016-04-02,19:00:00,Sobral,Masculino,49,Não informado
AIS 06,2016-04-02,22:00:00,Fortaleza,Masculino,42,Não informado
AIS 03,2016-04-05,13:28:00,Fortaleza,Masculino,41,Não informado
AIS 02,2016-04-08,13:50:00,Fortaleza,Masculino,56,Não informado
AIS 18,2016-04-08,16:14:51,Aracati,Masculino,44,Não informado
AIS 09,2016-04-09,17:00:00,Fortaleza,Masculino,25,Não informado
AIS 18,2016-04-10,11:00:00,Itaiçaba,Masculino,23,Não informado
AIS 03,2016-04-10,17:00:00,Fortaleza,Masculino,54,Não informado
AIS 03,2016-04-11,14:00:00,Fortaleza,Masculino,38,Não informado
AIS 12,2016-04-12,08:36:48,Maracanaú,Masculino,24,Não informado
AIS 18,2016-04-12,10:29:00,Beberibe,Masculino,18,Não informado
AIS 14,2016-04-13,23:00:00,Croatá,Masculino,31,Não informado
AIS 06,2016-04-15,00:30:00,Fortaleza,Masculino,72,Não informado
AIS Não Identificada (Fortaleza),2016-04-15,16:45:00,Fortaleza,Masculino,36,Não informado
AIS 02,2016-04-18,13:00:00,Fortaleza,Masculino,20,Não informado
AIS 14,2016-04-19,08:00:00,Cariré,Masculino,18,Não informado
AIS 19,2016-04-21,08:00:00,Barbalha,Masculino,11,Não informado
AIS 07,2016-04-25,08:00:00,Fortaleza,Masculino,62,Não informado
AIS 10,2016-04-25,11:00:00,Fortaleza,Masculino,Não informado,Não informado
AIS 03,2016-04-29,08:30:00,Fortaleza,Masculino,24,Não informado
AIS 14,2016-04-29,08:50:22,Barroquinha,Masculino,41,Não informado
AIS 22,2016-04-29,19:00:00,Quiterianópolis,Masculino,24,Não informado
AIS 18,2016-05-01,02:00:00,Aracati,Masculino,22,Não informado
AIS 17,2016-05-01,02:30:00,Amontada,Masculino,19,Não informado
AIS 01,2016-05-01,23:00:00,Fortaleza,Masculino,40,Não informado
AIS Não Identificada (Fortaleza),2016-05-02,17:30:00,Fortaleza,Masculino,42,Não informado
AIS 14,2016-05-02,22:00:00,Viçosa do Ceará,Masculino,20,Não informado
AIS 18,2016-05-03,10:58:15,Beberibe,Masculino,42,Não informado
AIS 23,2016-05-05,08:00:00,São Luís do Curu,Masculino,38,Não informado
AIS 19,2016-05-05,13:31:28,Assaré,Masculino,21,Não informado
AIS 19,2016-05-05,18:24:30,Salitre,Masculino,43,Não informado
AIS 10,2016-05-06,15:50:00,Fortaleza,Masculino,48,Não informado
AIS 21,2016-05-08,09:00:00,Orós,Masculino,17,Não informado
AIS 25,2016-05-08,10:00:00,Horizonte,Masculino,21,Não informado
AIS 20,2016-05-08,22:30:00,Choró,Masculino,19,Não informado
AIS 13,2016-05-09,05:30:01,Pindoretama,Masculino,21,Não informado
AIS 12,2016-05-10,10:30:47,Maracanaú,Masculino,15,Não informado
AIS 17,2016-05-10,13:00:00,Umirim,Feminino,17,Não informado
AIS 18,2016-05-11,09:00:00,Jaguaribe,Masculino,64,Não informado
AIS 14,2016-05-12,08:30:00,Groaíras,Masculino,75,Não informado
AIS 15,2016-05-13,23:00:00,Boa Viagem,Masculino,38,Não informado
AIS 13,2016-05-14,11:00:00,Cascavel,Masculino,56,AVÔ(Ó)
AIS 19,2016-05-15,10:54:03,Assaré,Masculino,17,Não informado
AIS 09,2016-05-16,08:00:00,Fortaleza,Masculino,42,Não informado
AIS 17,2016-05-18,09:00:00,Itapajé,Masculino,32,Não informado
AIS 14,2016-05-18,20:40:00,Massapê,Masculino,53,Não informado
AIS 03,2016-05-19,15:00:00,Fortaleza,Masculino,45,Não informado
AIS 16,2016-05-20,22:00:00,Independência,Feminino,29,Não informado
AIS 14,2016-05-21,01:00:00,Sobral,Masculino,14,Não informado
AIS 15,2016-05-21,20:00:52,Acarape,Masculino,61,Não informado
AIS 16,2016-05-23,15:19:52,Reriutaba,Masculino,21,Não informado
AIS 05,2016-05-24,01:00:00,Fortaleza,Masculino,36,Não informado
AIS 17,2016-05-26,11:30:00,Irauçuba,Masculino,16,Não informado
AIS 08,2016-05-27,12:29:18,Fortaleza,Masculino,49,Não informado
AIS 16,2016-05-29,07:00:00,Independência,Masculino,45,Não informado
AIS 16,2016-05-30,09:28:03,Ipueiras,Masculino,23,Não informado
AIS 20,2016-05-30,09:50:00,Quixeramobim,Masculino,61,Não informado
AIS 16,2016-05-30,10:30:00,Crateús,Masculino,37,Não informado
AIS 05,2016-05-31,08:00:00,Fortaleza,Masculino,39,Não informado
AIS 04,2016-05-31,12:00:00,Fortaleza,Masculino,30,Não informado
AIS 04,2016-05-31,15:00:00,Fortaleza,Masculino,21,Não informado
AIS 21,2016-05-31,21:35:00,Saboeiro,Masculino,22,Não informado
AIS 17,2016-06-01,18:30:00,Itapajé,Masculino,52,Não informado
AIS 02,2016-06-03,08:00:00,Fortaleza,Masculino,47,Não informado
AIS 24,2016-06-03,08:00:00,Maranguape,Masculino,33,Não informado
AIS 02,2016-06-04,19:00:00,Fortaleza,Masculino,64,Não informado
AIS 11,2016-06-04,19:40:00,Caucaia,Masculino,66,Não informado
AIS 20,2016-06-05,08:00:00,Pedra Branca,Masculino,54,Não informado
AIS 19,2016-06-05,13:10:12,Antonina do Norte,Feminino,43,Não informado
AIS 09,2016-06-05,19:30:00,Fortaleza,Masculino,44,Não informado
AIS 15,2016-06-06,07:30:00,Acarape,Masculino,49,Não informado
AIS 20,2016-06-07,09:40:00,Quixadá,Masculino,Não informado,Não informado
AIS 01,2016-06-08,20:30:10,Fortaleza,Masculino,52,Não informado
AIS 02,2016-06-09,08:00:00,Fortaleza,Masculino,56,Não informado
AIS 05,2016-06-10,14:00:00,Fortaleza,Masculino,57,TIO(A)
AIS 01,2016-06-12,20:40:00,Fortaleza,Masculino,19,Não informado
AIS 23,2016-06-15,06:30:00,São Gonçalo do Amarante,Masculino,Não informado,Não informado
AIS 22,2016-06-15,08:10:24,Parambu,Masculino,Não informado,Não informado
AIS 14,2016-06-16,09:30:00,Tianguá,Masculino,41,Não informado
AIS 14,2016-06-16,10:00:00,Tianguá,Masculino,18,Não informado
AIS 18,2016-06-16,10:00:00,Iracema,Masculino,13,Não informado
AIS 17,2016-06-17,12:00:00,Itarema,Masculino,74,Não informado
AIS 15,2016-06-17,13:00:58,Capistrano,Masculino,33,Não informado
AIS 15,2016-06-17,19:00:00,Capistrano,Masculino,Não informado,Não informado
AIS 16,2016-06-18,23:00:00,Crateús,Masculino,20,Não informado
AIS 25,2016-06-19,09:00:00,Itaitinga,Masculino,36,FILHO(A)
AIS 18,2016-06-19,16:00:00,Alto Santo,Masculino,14,Não informado
AIS 06,2016-06-19,17:00:00,Fortaleza,Masculino,32,Não informado
AIS 18,2016-06-20,11:00:00,Aracati,Masculino,47,Não informado
AIS 24,2016-06-21,08:00:00,Maranguape,Masculino,19,Não informado
AIS 21,2016-06-26,17:00:00,Iguatu,Masculino,52,Não informado
AIS 13,2016-06-27,08:00:00,Eusébio,Masculino,50,Não informado
AIS 19,2016-06-27,19:00:00,Crato,Masculino,50,Não informado
AIS 06,2016-06-28,08:00:00,Fortaleza,Masculino,41,Não informado
AIS 02,2016-06-28,15:30:00,Fortaleza,Masculino,28,Não informado
AIS 01,2016-06-28,16:15:00,Fortaleza,Masculino,36,Não informado
AIS 17,2016-06-29,15:00:00,Acaraú,Masculino,16,Não informado
AIS 01,2016-06-30,08:00:00,Fortaleza,Masculino,41,Não informado
AIS 24,2016-07-04,10:00:00,Pacatuba,Masculino,46,Não informado
AIS 16,2016-07-04,10:30:00,Hidrolândia,Masculino,46,Não informado
AIS 21,2016-07-06,17:00:00,Iguatu,Masculino,14,Não informado
AIS 09,2016-07-06,17:30:00,Fortaleza,Masculino,41,Não informado
AIS 11,2016-07-07,08:00:00,Caucaia,Masculino,48,Não informado
AIS 01,2016-07-07,19:30:00,Fortaleza,Masculino,74,Não informado
AIS 15,2016-07-08,08:00:00,Ocara,Masculino,30,Não informado
AIS 14,2016-07-08,21:20:00,Uruoca,Masculino,25,Não informado
AIS 18,2016-07-10,21:30:00,Aracati,Masculino,46,Não informado
AIS 14,2016-07-10,22:00:00,Ibiapina,Feminino,16,Não informado
AIS 11,2016-07-12,23:00:00,Caucaia,Masculino,18,IRMA(O)
AIS 06,2016-07-17,11:00:00,Fortaleza,Masculino,41,Não informado
AIS 06,2016-07-22,13:00:00,Fortaleza,Masculino,11,Não informado
AIS 19,2016-07-23,23:00:00,Brejo Santo,Masculino,46,Não informado
AIS 16,2016-07-25,15:48:00,Ipueiras,Masculino,22,Não informado
AIS 14,2016-07-26,11:00:00,Uruoca,Masculino,33,Não informado
AIS 14,2016-07-26,14:00:00,Croatá,Masculino,24,Não informado
AIS 05,2016-07-28,11:00:00,Fortaleza,Masculino,21,Não informado
AIS 14,2016-07-31,06:00:00,Cariré,Masculino,Não informado,Não informado
AIS 17,2016-07-31,17:00:00,Bela Cruz,Masculino,49,Não informado
AIS 17,2016-08-01,16:30:00,Itapajé,Masculino,39,Não informado
AIS 18,2016-08-01,17:00:30,Limoeiro do Norte,Masculino,46,Não informado
AIS 19,2016-08-03,13:00:00,Missão Velha,Masculino,41,Não informado
AIS 19,2016-08-08,15:30:00,Crato,Masculino,64,Não informado
AIS 13,2016-08-08,16:00:00,Pindoretama,Masculino,53,Não informado
AIS 11,2016-08-09,17:00:00,Caucaia,Masculino,20,Não informado
AIS 11,2016-08-10,16:00:00,Caucaia,Masculino,42,Não informado
AIS 11,2016-08-11,17:00:00,Caucaia,Masculino,46,Não informado
AIS 07,2016-08-12,09:00:00,Fortaleza,Masculino,52,Não informado
AIS 18,2016-08-16,17:00:00,Aracati,Masculino,34,Não informado
AIS 24,2016-08-17,01:00:00,Guaiúba,Masculino,25,Não informado
AIS 19,2016-08-17,21:00:00,Juazeiro do Norte,Masculino,20,Não informado
AIS 18,2016-08-19,15:30:00,Aracati,Masculino,18,Não informado
AIS 20,2016-08-20,10:00:00,Senador Pompeu,Masculino,55,Não informado
AIS 12,2016-08-21,12:10:00,Maracanaú,Masculino,22,Não informado
AIS 14,2016-08-21,19:30:00,Guaraciaba do Norte,Masculino,28,Não informado
AIS 19,2016-08-22,18:00:00,Crato,Masculino,65,Não informado
AIS 02,2016-08-22,19:00:00,Fortaleza,Masculino,47,Não informado
AIS 19,2016-08-23,08:00:00,Araripe,Masculino,17,Não informado
AIS 05,2016-08-23,08:00:00,Fortaleza,Masculino,16,Não informado
AIS 06,2016-08-24,06:48:00,Fortaleza,Masculino,56,Não informado
AIS 09,2016-08-25,15:30:00,Fortaleza,Masculino,31,Não informado
AIS 19,2016-08-29,00:00:00,Brejo Santo,Masculino,12,Não informado
AIS 19,2016-08-29,11:00:00,Juazeiro do Norte,Masculino,62,Não informado
AIS 03,2016-08-29,19:30:00,Fortaleza,Masculino,19,Não informado
AIS 07,2016-09-01,19:00:00,Fortaleza,Masculino,5,Não informado
AIS 07,2016-09-02,19:00:00,Fortaleza,Masculino,5,Não informado
AIS 14,2016-09-03,18:00:00,Croatá,Masculino,72,Não informado
AIS 18,2016-09-03,19:00:00,Beberibe,Masculino,15,Não informado
AIS 03,2016-09-04,12:00:00,Fortaleza,Masculino,13,Não informado
AIS 19,2016-09-04,23:00:00,Brejo Santo,Masculino,16,Não informado
AIS 08,2016-09-05,17:00:00,Fortaleza,Masculino,28,Não informado
AIS 16,2016-09-05,17:00:00,Santa Quitéria,Masculino,13,Não informado
AIS 05,2016-09-08,07:47:00,Fortaleza,Masculino,39,Não informado
AIS 22,2016-09-11,08:00:00,Parambu,Masculino,63,Não informado
AIS 14,2016-09-11,18:00:00,Massapê,Masculino,42,Não informado
AIS 13,2016-09-12,13:00:00,Aquiraz,Masculino,59,OUTROS
AIS 09,2016-09-14,11:00:00,Fortaleza,Feminino,43,Não informado
AIS 17,2016-09-16,08:00:00,Itapipoca,Masculino,23,Não informado
AIS 17,2016-09-16,12:00:00,Itapajé,Masculino,48,PAI
AIS 19,2016-09-16,16:30:00,Aurora,Masculino,30,Não informado
AIS 25,2016-09-17,12:00:00,Itaitinga,Masculino,44,Não informado
AIS 06,2016-09-18,22:00:00,Fortaleza,Masculino,42,Não informado
AIS 07,2016-09-19,06:00:00,Fortaleza,Masculino,18,Não informado
AIS 19,2016-09-19,11:00:00,Caririaçu,Masculino,37,Não informado
AIS 03,2016-09-20,13:00:00,Fortaleza,Masculino,50,Não informado
AIS 02,2016-09-20,15:00:00,Fortaleza,Masculino,14,Não informado
AIS 22,2016-09-21,16:00:00,Arneiroz,Masculino,35,Não informado
AIS 06,2016-09-21,18:00:00,Fortaleza,Masculino,18,Não informado
AIS 12,2016-09-22,08:00:00,Maracanaú,Masculino,29,Não informado
AIS 21,2016-09-26,10:30:00,Ipaumirim,Masculino,16,Não informado
AIS 06,2016-09-28,14:00:00,Fortaleza,Masculino,25,Não informado
AIS 09,2016-09-28,14:50:00,Fortaleza,Masculino,35,Não informado
AIS 07,2016-10-03,13:00:00,Fortaleza,Masculino,38,Não informado
AIS 19,2016-10-04,09:00:00,Missão Velha,Masculino,14,Não informado
AIS 18,2016-10-04,10:00:00,Aracati,Masculino,20,Não informado
AIS 17,2016-10-04,17:00:00,Apuiarés,Masculino,13,Não informado
AIS 16,2016-10-04,19:30:00,Nova Russas,Masculino,81,Não informado
AIS 24,2016-10-05,10:00:00,Pacatuba,Masculino,29,Não informado
AIS 21,2016-10-07,19:00:00,Iguatu,Masculino,51,Não informado
AIS 09,2016-10-08,08:00:00,Fortaleza,Masculino,75,Não informado
AIS 12,2016-10-12,23:00:00,Maracanaú,Masculino,Não informado,Não informado
AIS 21,2016-10-13,10:00:00,Acopiara,Masculino,62,Não informado
AIS 16,2016-10-13,10:00:00,Crateús,Masculino,26,Não informado
AIS 18,2016-10-14,01:00:00,Russas,Masculino,34,Não informado
AIS 18,2016-10-16,15:00:00,Beberibe,Masculino,39,Não informado
AIS 12,2016-10-16,23:00:00,Maracanaú,Masculino,35,Não informado
AIS 14,2016-10-18,09:00:00,Uruoca,Masculino,22,Não informado
